Index,Name,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Score
5007,Laurencep,44227.96,3424.163334,5.5,6,19.5,5.5,24.3125,15.8125,11.095,11.625,0,1817.595,31.41717596,158.0625,168.4803335,35.77661196,266.6989084,Poor
5008,Laurenceq,81842.52,6733.21,6,6,18,7,50.125,20,29.98,12,0,3127.09,33.06347186,139.5,322.076599,122.3168761,345.4570983,Good
5009,Laurencer,97168.2,8002.35,7,6,8,2,23.875,17.125,8.165,3.25,1,1226.83,37.4924498,190.5,95.99393137,109.3654856,671.9670738,Poor
5010,Laurenceu,19850.31,1688.1925,6,7,15,5,40.875,23.25,6.57,10.625,0,3531,31.37455514,169.5,74.86545483,18.68086392,274.5911564,Poor
5011,Laurend,42509.33,3405.944167,6.5,5.25,17,3.5,22.34375,17.21875,9.3625,5.4375,1,1717.695,32.80655276,203.25,90.14092055,62.40312415,354.7642572,Standard
5012,Laurene,16342.87,1302.405834,5.5,6,25,6,35.4375,13.1875,9.1225,9.5,0,1980.885,31.39167745,90.5,61.06380426,21.93280147,262.6959522,Poor
5013,Laurenf,35413.235,3099.602917,8.5,5.5,13.5,2.5,20.625,14.1875,8.3425,8.625,2,1400.43,33.88620526,191.5,60.21088301,30.66966928,396.2432073,Poor
5014,Laurenh,101607.27,8655.2725,4,5,10,4,7.625,1.625,0.63,6,2,1042.82,33.26030084,376.5,228.3827106,91.74663914,644.3987381,Good
5015,Laurenk,31802.4,2808.2,3,5,14,3,5.75,10,5.92,3,1,1369.66,33.83256934,313.5,49.8175981,48.07343037,356.1192061,Poor
5016,Laurenl,62313.725,5076.162663,5,3,8,1,2.3125,10.875,4.21,1,2,747.14,32.02468329,322,176.6036641,81.02207926,426.8441517,Good
5017,Laurenn,65804.47667,5171.274954,5.666666667,5.666666667,18,3.666666667,30.125,15.79166667,15.05833333,7.416666667,1,1641.573333,32.83404258,192.5,205.9111725,70.24660259,440.3842582,Good
5018,Laurenp,107157.12,9178.76,8,6,9,0,22.5,18.875,5.9,2,2,182.91,37.67031029,313.5,0,111.6821761,892.3541418,Poor
5019,Laurens,7612.725,928.39375,8,5,16,6,59.5,24.75,6.56,10.75,0,1514.74,28.21647343,104.5,27.52282261,24.41633266,282.9679542,Poor
5020,Laurenti,53127.72,4655.31,7,6,34,3,34.875,15.75,7.415,15.375,1,1752.55,31.09951222,242.5,87.57835313,62.08284716,442.1902979,Poor
5021,Laurentn,73436.07,6191.6725,8,5,12,1,23.875,7.875,9.51,1.625,1,45.5,32.27972914,290.5,45.19759108,46.36900086,568.4148847,Standard
5022,Laurentv,62223.06,5326.255,7,4,10,3,29.25,12.875,16.85,6.375,1,1230.58,30.38745617,378.5,120.3581056,74.06712599,415.4546566,Standard
5023,Laurenu,73995.12,6043.26,4,4,15,4,29.875,13.25,19.275,12,1,1933.79,34.64240146,143.5,190.9071513,78.56430249,463.8287959,Poor
5024,Laurenx,32154.28,2523.523333,3,6,32,3,5.375,12.25,17.415,6,1,2662.33,31.8631702,74.5,74.06279105,29.76690368,320.6263293,Poor
5025,Laurenz,75991.24,5926.303591,4.5,5,4.5,2,18.6875,8.0625,8.6,0.5,2,590.95,31.39454895,266,253.344609,84.60323365,510.6126681,Good
5026,Laurial,161066.88,13394.24,1,3,1,4,18.875,11.5,1.87,1.125,2,40.77,34.18084911,368.5,523.1438367,104.2837139,582.6162888,Standard
5027,Lauriaq,15005.31,1334.4425,4,4,20,7,13.625,13.25,17.98,7.75,1,1101.54,30.34054365,128.5,66.83655665,30.11493846,268.6283202,Standard
5028,Lauriav,17181.105,1717.75875,4,4,17,4,5.75,20.625,13.345,6.75,1,323.74,33.93916806,221.5,34.004072,31.36312198,301.5689809,Standard
5029,Lauriay,10692.16,817.0133333,7.75,3.75,16,0,16.875,11.75,10.29,4,1,1350.85,29.96216056,380.5,0,19.40807084,298.0143889,Standard
5030,Lauw,14160.58,1067.048333,7,7,14,0,25.375,16,17.585,7,1,670.02,31.35575478,292.5,0,38.441043,307.5639518,Standard
5031,Laux,66287.28,5349.075867,4,3,8,0,17.25,9.75,8.865,8,1,748.48,31.83556135,364.5,164.8641334,95.19681134,486.3938514,Standard
5032,Lawderd,15503.02,1283.147734,6,7,30,6,38,23.25,6.345,7.5,0,3651.79,29.33265662,52.5,121.151013,45.35056266,245.7001161,Poor
5033,Lawderf,17366.08,1365.173333,6,6,14,1,27.75,11.625,15.53,4,1,133.38,30.99292095,228.5,12.97454932,15.17757423,321.4591554,Standard
5034,Lawdero,85926.78,7351.565,3,7,8,1,26.875,13.125,9.915,4,1,542.13,31.7024304,374.5,61.89128696,86.93919292,551.0463054,Standard
5035,Lawderr,16158.685,1400.057083,7.5,7.5,22,8,34.875,16.9375,15.6975,6.75,0,3041.555,32.67605921,186.5,64.61349911,36.38665565,254.2459405,Poor
5036,Lawdert,49889.38,4359.448333,6,7,8,0,5.75,16.625,5.12,3.25,2,1450.37,32.90097847,332.5,0,48.52437235,521.3797857,Good
5037,Lawderu,54344.555,4531.712917,3,6.5,13.5,5.5,17.5625,11.875,15.88,3.5625,1,1164.825,30.91970759,241,181.6902901,63.78634047,373.5817427,Standard
5038,Lawlerj,82183.34,6477.23843,4,1,11,4,15,4.375,4.05,3.875,2,1421.54,34.15319653,235.5,375.3238884,84.34949089,454.1243928,Good
5039,Lawlerr,176956.6,14880.38333,3,5,4,1,1.75,10.25,9.395,0.25,2,116.94,35.72400719,362.5,82.56196565,154.948689,250.4851315,Good
5040,Lawrence Hurleyl,20039.58,1862.965,6,6,17,6,20.375,18.25,3.53,6,0,2507.45,32.82751425,242.5,64.03853363,24.95282102,286.1608734,Poor
5041,Lawrence Hurleyp,10119.76,1067.313333,10,6,31,4,53.125,22.5,7.41,11.25,0,1388.38,32.41645576,184.625,18.93990492,15.07193965,299.5270925,Poor
5042,Lawrence Hurleyz,67551.57,5887.2975,5,3,20,4,23,16.625,12.985,6.75,1,268.08,30.76061545,304.5,143.4185524,115.3747864,461.9218408,Standard
5043,Lawrence Whitea,73683.69,5952.3075,8,7,9,3,16.125,9.25,7.85,5,1,520.26,32.95408754,390.5,152.871762,52.57134572,478.1652752,Standard
5044,Lawrence Whiteb,40985.48,3329.456667,8,7,27,4,39.875,18.375,9.74,11,0,1941.84,28.86127498,136.5,87.04652375,40.02521655,360.3599366,Poor
5045,Lawrence Whitec,63197.26,5042.438333,6,3,13,3,14.5,14.75,13.43,10,1,1435.94,31.19125514,286.625,148.4745434,88.91943271,282.1254824,Standard
5046,Lawrence Whitee,48052.7,4266.391667,4,5,17,2,12,18.375,14.64,6.625,1,346.41,31.19870197,118.5,59.89857017,58.41100056,473.1018043,Standard
5047,Lawrence Whitek,133779.72,10995.31,0,5,2,1,8,0.25,10.185,2,2,891.64,35.11668962,386.5,92.93776256,175.8879784,746.2894878,Good
5048,Lawrence Whiteo,49178.48,3972.206667,8,4,9,4,14.625,16.75,17.98,1,1,1484.58,33.09606947,317.5,116.0194488,49.06319217,386.5008693,Standard
5049,Lawrence Whitep,60335.25,5120.9375,9,9,15,2,43.625,15.875,10.165,7,0,1814.22,33.85813373,203.5,92.42547138,91.83928548,400.770421,Poor
5050,Lawrence Whiter,50552.34,4197.695,8,7,17,1,29.875,12.375,11.045,6,1,829.97,29.91432089,390.5,35.52119524,29.06715231,389.3092295,Standard
5051,Lawrence Whitet,114998.64,9729.22,4,4,9,0,12.125,10.625,7.495,3,2,369.08,34.0263869,221.5,0,64.89666152,690.2808794,Good
5052,Lawrence Whitez,25939.14,1965.595,4.5,6,11,0,10.125,16.875,6.3225,4.8125,1,1195.825,32.76483953,316.5,0,41.1232872,357.2017554,Standard
5053,Lawrencea,15566.02,1423.168333,8,5,32,4,15.125,20.25,9.49,8.25,1,1693.95,30.77401541,97.5,43.0705196,46.5766728,280.1556646,Poor
5054,Lawrencef,83845.7,6958.141667,5,7,4,2,7,8.375,3.59,1,2,49.6,36.61251021,302.5,107.3811304,80.75183851,592.3490419,Good
5055,Lawrencej,60827.88,5209.49,5.5,5.5,22,5.5,35.25,18.25,6.4425,10,0,2839.58,34.53549838,101,165.6816574,84.24554105,379.2110966,Poor
5056,Lawrenceu,18508.07,1678.339167,9,6,23,5,40.875,24.625,21.69,9,0,3019.17,30.80117705,5.5,64.88860761,12.8061447,278.6656962,Poor
5057,Lawrencev,18762.55,1710.545833,8,6,24,6,35.5,23,22.385,11,0,3916.73,29.11188868,23.5,54.0572108,40.6270651,278.438587,Poor
5058,Lawrencez,97384.44,8167.37,1,3,8,1,20.125,12,0.52,3.5,2,405.45,35.25156917,336.5,77.28494292,53.71421853,627.8601118,Poor
5059,Laynea,100956.21,8658.0175,6,6,2,1,28.875,9.5,3.475,2,1,633.54,35.21607365,350.5,53.08656992,88.78013991,728.7160683,Standard
5060,Layneh,59710.88,4995.906667,4,5,11,1,18.875,20.125,6.02,1,1,36.28,31.7670696,260.5,41.77648534,56.93862513,468.4523457,Standard
5061,Laynem,88778.4,7635.2,3,7,8,4,4.625,9.125,4.42,4.875,1,44.85,31.95994943,310.5,295.31375,65.96674607,430.3314225,Standard
5062,Layneo,67825.23,5819.1025,6,4,15,0,18.75,7.375,16.82,9.5,1,148.04,31.02286479,209.5,0,40.31077194,626.883753,Standard
5063,Layner,121684.36,9845.363333,4,6,2,3,3,11.125,2.625,3,2,1164.7,31.02646585,282.625,190.0648044,144.3796178,704.0323998,Good
5064,Layneu,11486.7425,835.2285417,4.5,6.5,12.5,5,37,20.1875,23.17,10.625,0,1950.245,32.71335785,177.5,40.18932326,20.5885814,271.4607849,Standard
5065,Le,46874.85,4082.2375,9,5,15,2,50,21.875,8.875,9,0,1913.66,35.35093507,210.625,70.54051854,79.5433525,373.318754,Poor
5066,Leah Schnurra,69506.16,5868.18,8,6,17,1,15.375,17.125,16.76,4,1,460.46,33.85086757,194.5,51.78614179,41.28902849,634.8619294,Good
5067,Leah Schnurre,107432.135,8858.177915,5.5,3.5,20.5,2.5,9.8125,10.75,12.03,8.5625,2,1244.185,34.89998483,303,106.3268395,86.27163586,448.8509137,Standard
5068,Leah Schnurri,113213.99,9527.499165,1.5,3,5,2.5,17,6.0625,5.9275,1,2,644.475,33.84070412,386,189.3081249,74.04551467,695.6300313,Poor
5069,Leah Schnurrj,42165.91,3658.825833,4,3,7,0,1.875,12.125,9.605,5.75,2,981.66,30.50842093,364.5,0,55.00834119,492.0348533,Good
5070,Leah Schnurrk,18507.72,1761.31,8,5,30,2,28.875,24.75,7.505,9.5,0,1716.82,30.37439844,94.5,27.39466745,25.33711179,321.4260518,Poor
5071,Leah Schnurrl,19357.89,1364.1575,8,10,15,6,39.25,22.375,20.585,8,0,4064.81,29.31927013,130.5,90.72351539,17.65300908,213.2470297,Poor
5072,Leah Schnurro,54265.54,4248.128333,3,5,5,2,23.5,12.875,4.78,4.875,1,545.37,35.19275494,278.5,82.10549979,51.45901886,377.5387662,Good
5073,Leah Schnurrp,10437.765,729.81375,10,6,16,5,54.875,22,7.92,8,0,1824.45,31.37808655,217.5,31.38654772,18.65933949,272.1775657,Poor
5074,Leah Schnurrw,19280.73,1865.7275,5,9,32,2,19.625,11,10.795,10,1,2412.06,32.17873024,115.5,17.67703579,16.76514645,334.0521427,Poor
5075,Leah Schnurrx,19453.42,1861.118333,10,10,17,6,42.625,21.5,26.63,9,0,3327.05,34.89600597,52.5,50.7018362,33.60988144,326.6875713,Poor
5076,Leahb,56391.12,4791.26,9,9,17,6,25.5,24.75,21.575,12.875,0,3881.11,32.84526846,102.5,243.270871,67.94354977,287.0594566,Poor
5077,Leahc,105194.34,8836.194999,2,1,5.5,2,8.0625,6.6875,5.445,3.75,2,915.36,35.71597838,333,82.2284745,132.9889192,576.6523388,Good
5078,Leahd,61614.9,5364.575,4,3,10,1,9.375,4.875,9.545,6.125,2,157.71,32.84714341,324.5,44.427963,82.74554883,497.4404368,Good
5079,Leahe,105565.65,8643.1375,1,3,11,1,15.375,6.5,7.2,5.625,2,440.91,36.17916873,329.5,49.60886879,116.7344849,692.6958801,Standard
5080,Leahg,22096.84,1668.903334,9.5,8,28.5,7.5,32.3125,11.8125,22.1475,10.5,0,3323.55,31.92224856,123,111.9497166,37.96502933,237.0764071,Poor
5081,Leahh,123828.52,9442.288964,4,6,17,0,24.875,9.125,4.705,5.75,1,1288.43,34.9475056,388.5,874.754369,77.82328997,812.0787607,Standard
5082,Leahi,134563.36,11153.61333,6,7,10,4,30.125,17.875,16.495,6,1,402.25,32.91976157,209.5,356.3315408,75.22126674,709.4306409,Standard
5083,Leahj,46407.58,3832.298333,5,4,17,2,11.5,17.875,14.6,8.25,1,952.39,31.43178504,240.5,75.30936408,41.28699962,387.7411361,Standard
5084,Leahk,14981.39,1461.449167,2,7,5,4,2,6.25,0.63,4,2,1122.46,33.27795099,383.5,38.11596752,19.74159,296.7400365,Standard
5085,Leahp,29173.625,2515.135417,7,7,32.5,8,35.0625,20.3125,16.6525,11.75,0,2741.03,32.28615433,96,123.6398761,35.37791113,283.6513215,Poor
5086,Leahs,29823.91,2256.325833,1,1,2,1,9.5,2.375,10.27,6.25,2,1268.94,30.18153713,359.5,18.6047796,24.35576006,322.1522615,Good
5087,Leaht,27372.59,2564.049167,8,7,11,0,13.75,15.875,13.06,1,1,1131.86,36.30045294,262.5,0,22.77281099,355.7532982,Standard
5088,Leahv,43287.85,3769.320833,4,4,5,1,3,2.25,1.13,3.5,2,1370.94,32.70200898,240.5,33.86127275,51.55848466,438.575297,Good
5089,Leahw,40317.5,3140.791667,7,6,28,8,36,19.625,19.82,11.25,0,4073.71,35.59788045,58.5,187.1464087,30.94907447,260.3471192,Poor
5090,Leahy,136179.04,11324.25333,7,6,16,1,22.5,16,4.28,6,1,556.85,36.23387347,314.5,69.41153845,136.361441,838.7869343,Standard
5091,Lee Chyena,35805.25,3106.770833,4,7,16,0,26.75,15.25,4.31,0.75,1,723.27,34.01141682,299.5,0,23.83124712,405.8436179,Standard
5092,Lee Chyeni,20785.005,1726.311631,4,5,4,0,1.75,12,1.835,3.625,2,125.84,30.91720647,214.5,110.7721191,20.79383172,363.7748976,Good
5093,Lee Chyeno,49598.67,3860.2225,7,5,20,6,40.5,23,6.56,8.5,0,3097.13,31.03253812,158.5,207.7121517,25.32768799,325.9529167,Poor
5094,Lee Chyenr,13251.57,1220.2975,7,7,6,2,25.25,18.75,11.3,3,1,298.58,31.29460227,354.5,12.55389077,34.89331272,292.4578829,Good
5095,Lee Chyenz,10183.015,1074.584583,7,5,17,5,48.25,21.125,8.47,6,0,1672.43,28.57901768,124.5,37.58807284,14.62273924,285.0708012,Poor
5096,Lee Lucym,25793.11,2322.425833,4,7,20,3,7.125,12.25,10.155,7.125,1,413.08,30.08276687,352.5,47.57935791,69.69134712,340.0664021,Standard
5097,Leea,15806.84,1140.236667,6,5,21,3,18.75,14.5,4.035,11.5,0,2580.63,31.7709749,233.5,29.02999324,24.91137151,285.5193536,Poor
5098,Leeb,14562.32,1168.526667,7,8,34,4,56,24,7.21,12.25,0,1916.2,29.88882102,224.5,43.09042995,33.51388798,268.1750603,Poor
5099,Leed,38104.04,3399.336667,5,4,7,2,3.25,3.875,5.495,0,2,735.58,35.32219909,200.5,62.90314247,46.11336841,413.206258,Good
5100,Leee,52151.685,4471.97375,5.5,4.5,16.5,6,31.5,19.125,9.5125,8.5,0,2138.01,31.43793398,157.5,120.9514207,42.32332354,338.1204117,Poor
5101,Leeg,166891.6,13668.63333,1,6,4,1,3.625,2.375,11.72,5.5,2,515.62,38.46928512,388.5,94.34933366,201.8797255,813.3729845,Good
5102,Leeh,129299,10765.91667,1,2,6,0,12.5,0.5,1.615,2.25,2,736.18,34.2393437,372.5,0,90.06627622,808.1419883,Good
5103,Leela Parkerp,34336.93,2617.838388,7,4,8,3,24.5,8.25,9.78,0.875,1,604.77,32.98619543,308.5,98.41296527,32.55267522,309.1835416,Standard
5104,Leelak,9898.6,862.8833333,6,8,20,5,30.125,25,6.635,15,0,1302.29,31.04604517,82.5,40.66265593,31.8143247,272.7822117,Poor
5105,Leelap,13737.65,1238.804167,3,3,18,0,20,14.5,9.675,7.75,1,295.98,30.73726937,222.5,0,14.72025601,331.3442478,Poor
5106,Leelaq,71368.6,5844.383333,6,3,6,0,19.5,14.75,11.005,9.125,1,1161.1,32.70417336,334.5,0,66.75606297,650.5912557,Standard
5107,Leem,55189.05,4186.177373,5.5,5,17,4.5,20,13.9375,15.3375,5,1,2555.975,30.55880673,182.5,417.3019056,96.36356699,361.4059615,Good
5108,Leer,25312.34,1857.361667,3.625,6.625,5,2,11.25,17.25,11.415,2,1,893.13,33.94723284,245.5,37.09182446,43.53099046,289.0693607,Standard
5109,Leez,107360.1,9145.675,7,7,13,1,7.125,17.25,6.54,4.875,1,1456.75,34.13255883,202.5,81.23913389,118.0899147,625.1843495,Standard
5110,Leffc,120404.72,10145.72667,3,6,11,3,0.875,3.25,2.78,4.5,2,1318.6,35.29279994,241.5,228.8485105,70.24109555,670.9660207,Poor
5111,Leforty,37024.7,3179.391667,8,7,25,5,15.75,24.25,0.82,10,0,2258.3,31.25710097,115.5,114.542383,37.81342861,330.2142844,Poor
5112,Lefteris Papadimasd,17091.96,1182.33,10,8,23,5,24.625,20.25,2.755,8.375,0,4047.31,32.26672215,97.5,54.85794586,47.48350994,257.4280333,Poor
5113,Lefteris Papadimasi,88957.38,7433.115,4,4,5,1,19.125,18.25,11.895,0,1,1008.3,35.44724518,271.5,45.86939842,132.144042,619.557319,Standard
5114,Lefteris Papadimasj,49376.95,4074.245834,8,6,15,5.5,31.625,15.0625,6.3675,8.1875,0,1948.865,32.46342973,167,165.7891966,42.43910674,300.3764927,Poor
5115,Lefteris Papadimasl,122178.93,9817.106328,5,1,11,4,3.125,1.875,2.11,1,2,1314.14,33.17505203,338.5,481.4011155,103.2461195,573.0447933,Good
5116,Lefteris Papadimaso,31978.38,2635.365,3.5,5,6,3,13.3125,4.625,10.1275,2.25,2,381.47,33.54982188,259.5625,70.0633821,23.45365393,359.2551894,Good
5117,Lefteris Papadimasp,99955.08,8388.59,8,4,20,4,15,8.125,5.11,6.25,1,132.59,30.92313213,346.5,174.4718574,167.0295041,442.1621441,Standard
5118,Lefteris Papadimasq,110525.97,9471.4975,7,7,9,5,15.375,16.25,9.895,8,1,993.71,36.8816059,103.5,267.3351804,95.21820395,650.8118413,Standard
5119,Lefteris Papadimass,62458.77,5426.8975,8,6,20,4,12.25,11.75,17.27,7,1,1215.52,32.04668482,236.5,199.0462556,48.09564353,290.032968,Good
5120,Lefteris Papadimasv,104367.21,8486.2675,6,5,19,1,16.5,13.75,10.74,5.25,1,460.46,37.4495627,188.5,83.34945904,89.20188434,753.1401174,Standard
5121,Lefteris Papadimasw,21418.705,1612.892083,7,4,8.5,2.5,17.8125,13.375,8.81,4,2,769.785,32.75643719,269,28.67323393,29.29215651,332.1893904,Good
5122,Lefteris Papadimasx,79993.05,6405.0875,7,3,18,4,7.25,17.125,5.595,3,1,1052.29,29.96636179,310.5,188.6998751,54.89886529,363.5786038,Standard
5123,Lefterisa,37986.18,3046.515,7,6,25,8,44.5,15.875,25.21,9.25,0,3607.64,30.36056138,92.5,134.5815336,49.93461159,297.5059761,Poor
5124,Lefterise,36945.28,3347.773333,7,4,16,1,21.75,19.125,8.24,3,1,1465.01,29.9716391,290.5,16.01410496,50.48154316,447.5558409,Standard
5125,Lefterisi,30922.5,2477.875,8,8,26,9,60.5,21.25,21.33,11.5,0,4742.53,30.08650773,13.5,165.8918207,56.05110634,210.5209798,Standard
5126,Lefterisj,58558.3,5098.858333,3,2,10,0,7.75,1.875,11.425,4.125,2,272.17,34.42240574,203.5,0,57.38950684,565.0877013,Good
5127,Lefteriss,23012.43,1781.7025,7,6,10,1,13.375,16,0.81,2,1,351.41,31.34837261,184.875,13.81522681,14.99528366,332.2036579,Standard
5128,Lefterist,18170.075,1785.172917,3,2,5,3,3.375,6.875,2.16,4,2,836.95,31.60322848,236.5,43.72846186,16.12990344,307.6005909,Good
5129,Lefterisu,88165.8,7271.15,4,4,4,1,9.75,11.625,6.04,4,2,326.6,34.17125296,294.5,57.7073804,67.02357499,476.5424077,Standard
5130,Lefterisw,62799.48,5159.29,9,8,32,9,51.75,19.875,20.07,8,0,4144.96,31.65707871,35.5,271.3578728,116.3691722,272.8990986,Standard
5131,Leigh Thomasi,10732.78,1117.398333,6,6,15,2,16.25,14.875,8.24,6.125,1,915.78,31.23180429,192.5,11.43827586,24.13701444,313.1714085,Standard
5132,Leigh Thomasj,15302.74,1408.228333,10,10,24,5,31.875,19.75,22.98,6,0,4620.45,31.32159295,155.5,62.48154697,19.08960917,268.8198271,Poor
5133,Leigh Thomask,38985.845,3396.320416,5,7,11,3.5,12.1875,18.4375,8.7825,7.1875,1,1007.415,32.40167323,171,82.85005535,43.07376329,337.2732121,Standard
5134,Leigh Thomasm,121966.28,10161.85667,2,4,9,0,5.75,8.75,6.635,4,2,1467.6,33.00886622,334.5,0,117.1322266,743.2463313,Good
5135,Leigh Thomasr,9084.52,856.0433333,8,7,33,6,30,23.125,5.25,9.5,0,2503.76,32.60954721,190.5,38.26306838,26.29719474,279.0196718,Poor
5136,Leigh Thomast,32520.18,2928.015,9,6,27,6,52,18.25,1.1,7,0,2196.5,30.27504206,240.5,126.4102748,84.09077306,238.200965,Poor
5137,Leigh Thomasv,15217.59,999.1325,5,6,17,0,13.875,12.625,9.48,2.875,1,296.54,30.45818073,299.5,0,21.12496178,302.4052134,Poor
5138,Leighb,7518.15,521.4130342,10,9,32,6,43.875,21.625,27.61,13,0,3651.34,32.92781893,107.625,72.88399117,19.92966203,280.986494,Standard
5139,Leighd,143544.96,12156.08,5,7,14,0,27.25,14.125,2.385,1.5,1,1434.18,33.6801699,186.5,0,150.9595838,430.0829151,Standard
5140,Leighi,46887.99,4167.3325,7,6,25,3,53.75,20,8.63,13.375,0,2646.39,33.47487508,217.5,66.41377765,70.80235581,389.7353964,Poor
5141,Leighq,144388.36,11133.76156,3,2,11,0,13,9.125,6.97,7.5,2,704.41,37.53667852,292.5,620.6017745,94.35465832,815.3751112,Good
5142,Leighs,67648.36,5626.363333,10,8,34,9,42.125,18,1.58,9.625,0,4865.81,29.76862011,73.5,260.6808271,85.5268249,261.9546743,Poor
5143,Leight,12989.77,822.4808333,4,4,7,6,20.75,15.125,14.37,7.5,1,1298.38,31.80900822,166.5,62.21461364,19.60690178,242.5969344,Standard
5144,Leighy,41647.6,3411.633333,9,8,33,5,48.125,23.625,9.91,12,0,1303.11,31.16236019,180.5,170.4329237,30.23187757,233.6310606,Poor
5145,Leika Kiharac,37375.34667,3013.278889,5.333333333,4,10,5,18.95833333,9.708333333,15.21166667,6.958333333,1,1857.116667,33.83353742,278.1666667,135.9783387,59.89627393,301.5268097,Standard
5146,Leika Kiharad,49191.99,4152.8325,4.5,4.5,4,1,15.8125,13,5.2625,3,2,293.105,33.07694369,219,37.52571119,47.8194205,434.2264543,Good
5147,Leika Kiharaf,64740,5545,4.5,6,10,5.5,16.4375,12.0625,10.5875,7,1,1855.49,32.51289826,213.5,215.5431799,51.94927461,415.5516147,Standard
5148,Leika Kiharai,36849.91,3355.825833,4,6,4,3,6.25,2.375,8.445,1.5,2,660.89,32.51636017,299.5,68.45114592,23.72595199,379.2372454,Standard
5149,Leika Kiharaj,77142.69,6617.5575,3,5,6,6,13.25,15.5,17.96,9,1,523.92,33.32722946,185.5,196.8139814,49.14318961,553.7618371,Standard
5150,Leika Kiharak,106108.53,8686.3775,4,3,14,3,28.25,19.5,7.355,6.5,1,514.34,33.98649739,221.5,157.74104,108.3036498,284.3333606,Standard
5151,Leika Kiharal,42073.685,3523.640417,6,7,16,2.75,28.0625,17.40625,14.89625,7.90625,0,1950.52,31.88249052,227.25,43.84655186,36.69137521,426.9431671,Standard
5152,Leika Kiharam,28338.43,2171.535833,6,3,8,1,13.5,18,17.6,5.5,1,135.5,29.82840487,227.5,12.80528125,16.79515176,370.28209,Standard
5153,Leika Kiharap,70164.9,5975.075,5,5,13,0,28.25,19.25,11.085,5.5,1,1471.3,32.50180769,266.5,0,88.3786711,502.3234434,Standard
5154,Leika Kiharaq,29892.37,2664.030833,7,3,13,2,6.125,8.125,11.985,4.125,1,695.39,30.96590888,377.5,29.95982727,37.76121805,377.2941984,Standard
5155,Leika Kiharar,46410.42,3973.535,8,6,17,9,48.25,19.25,18.19,8,0,3011.03,32.65396865,84.5,282.150245,47.91916389,232.1467809,Poor
5156,Leika Kiharas,49460.16,4270.68,9,6,18,5,57.875,13.75,17.695,13.125,1,1720.99,31.57797795,71.5,197.6739058,30.88565301,340.3786872,Poor
5157,Leika Kiharaw,94029.215,7747.267915,7,4,15,1.5,13.5,14.0625,11.86,5,1,1145.695,34.21493192,281.5,90.23359808,90.58109089,550.8004252,Standard
5158,Leika Kiharaz,55663.5,4932.625,5,4,30,7,20.5,11.125,8.015,6,1,1319.74,31.88922244,68.5,223.5445482,45.45242969,314.3498831,Poor
5159,Leikac,24202.73,2225.594691,7.5,5,12.5,1.5,40.9375,17.25,9.29,7.625,0,1019.53,31.2998276,152.5,38.81319397,34.44805523,367.2344912,Standard
5160,Leikae,19054.15,1567.845833,3,3,17,6,25.625,8.875,14.985,6.25,1,2097.89,30.25662877,145.5,86.85026831,20.10678587,248.576913,Poor
5161,Leikaf,12959.1075,1264.925625,5,4.5,13,6,33.75,13.25,11.4275,4.625,1,2632.02,32.98654748,195.5,37.94328092,33.11909794,285.0739181,Good
5162,Leikag,48520.665,4009.88875,3,3.5,11,3.5,13.5,12.5625,5.085,4.3125,2,803.38,32.78124262,277.5,37.12945593,71.25559291,418.663497,Good
5163,Leikah,64613.87,5452.926901,6.5,4.5,9,1.5,12.0625,16.8125,15.35,2.5625,1,991.68,35.17998226,283.5,90.70792873,50.49961923,529.2536435,Good
5164,Leikam,20232.11,1918.009167,5,3,6,5,8.875,19.375,15.61,7,1,1104.6,31.44555516,108.5,48.65776555,40.00275782,307.2035285,Standard
5165,Leikan,37605.04,2868.753333,9,7,26,6,31.875,19,23.05,10.5,0,3513.18,33.02758795,125.5,140.7913101,28.57049262,306.7549814,Standard
5166,Leikao,36597.56,3143.796667,8,10,29,5,56.125,17.25,21.74,10.25,0,2963.18,32.30555461,116.5,122.900223,39.90888706,304.0832584,Poor
5167,Leikaq,19303.21,1437.600833,6,5,28,7,14,18.125,8.565,11.75,1,2682.53,31.14919486,192.5,107.5469258,46.96129276,203.9277149,Poor
5168,Leikar,34913.94,2725.995,6.5,6.5,25.5,7,38.0625,21,18.0575,8.875,0,2972.31,32.16814666,106,201.6115443,38.55833041,197.6174927,Poor
5169,Leikat,41266.71,3212.8925,6.5,6.5,17,5.5,23.4375,11.375,19.905,5,1,1516.275,32.89531644,162,123.6813419,42.59306184,319.0347589,Poor
5170,Leikau,41473.535,3404.127917,6,4.5,16,6.5,16.9375,21.6875,14.4025,7,0,996.98,32.07540793,155.5,147.7825114,54.58500212,284.8723965,Poor
5171,Leikav,131990.84,10810.72835,5,4,8,0,30.75,15,9.195,0,1,647.15,34.70527211,264.5,222.3812376,90.27996756,785.5646986,Standard
5172,Leikax,147510.76,12482.56333,3,7,8,0,25.625,0.875,5.595,2.75,2,1461.38,37.4111697,194.5,0,91.27692501,681.3811871,Poor
5173,Leila Abboudg,68103.81,5856.627425,8,7,2,0,24.375,8.375,4.285,2.5,2,71.41,31.90642155,398.625,83.6900755,77.95515028,514.0076466,Good
